C2	-3.0	-3.0	-0.000434511774018	-2.59096834251	-0.273122283431	-2.31828057086	-2.59096834251	-2.72731222834	-2.45462445669	-1.22752948423	-2.0455927992	-2.45462445669	-2.45462445669	-5.36075938824	-10.4495970492	-11.0659955545	-4.45204861252	-1.87115315179	-4.80488397927	-7.68436542567	-4.3639569683	-6.52269872833	-1.8934593707	-4.59677002165	-8.16072393433	-4.81749400698
C3	-3.0	-3.0	-0.000434511774018	-2.75003620931	-0.750325883831	-1.75018104657	-2.50007241863	-2.75003620931	-2.75003620931	-2.25010862794	-1.75018104657	-2.50007241863	-0.000434511774018	-4.94475167058	-5.3104984599	-15.2332065684	-6.23433665979	-4.5368882494	-5.07794855848	-6.57241003618	-5.21064213243	-4.4118459889	-3.89934002169	-4.89760060014	-6.61287902107	-0.000103374388733
C0	-3.0	-3.0	-0.000434511774018	-2.40008690235	-0.000434511774018	-2.40008690235	-2.70004345118	-2.10013035353	-2.70004345118	-1.50021725589	-1.50021725589	-0.000434511774018	-2.10013035353	-2.97768712608	-5.32967434801	-17.338511027	-3.17508962903	-3.66641369291	-5.27010416937	-5.07621215827	-5.24112139974	-1.23935213401	-4.00829867629	-1.31872438234	-0.0499312679068	-3.03809314759
C1	-3.0	-3.0	-0.000434511774018	-2.45462445669	-1.0911855984	-2.45462445669	-2.72731222834	-2.72731222834	-2.72731222834	-2.45462445669	-0.000434511774018	-2.72731222834	-2.72731222834	-5.21726730702	-9.63865753523	-19.0108359495	-5.34131334727	-4.40418754177	-7.28306225878	-9.23809846048	-4.55381556858	-5.08954208879	-4.06477899934	-7.99175373087e-05	-7.99009465018	-4.94851561038
C6	-3.0	-3.0	-0.000434511774018	-2.75003620931	-1.50021725589	-0.25039830246	-2.75003620931	-2.50007241863	-2.75003620931	-2.75003620931	-2.25010862794	-2.50007241863	-2.75003620931	-4.4497647771	-11.9463078974	-14.450916759	-4.136695245	-3.41216722886	-0.150792224558	-6.783349204	-4.94585825998	-5.08821100318	-3.24414073633	-5.88846848694	-8.20802446186	-4.43275044002
C8	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-3.0	-3.0	-0.000434511774018	-2.00014483726	-2.00014483726	-2.50007241863	-2.00014483726	-6.56034052384	-7.35437635117	-13.0779433617	-5.93757596976	-4.83493085188	-3.57387766322	-7.55956638439	-5.85246279592	-0.000211552930008	-3.72389680913	-5.78637866218	-5.28031661312	-5.17310858442
C7	-3.0	-3.0	-0.000434511774018	-2.33342989151	-0.000434511774018	-2.00014483726	-0.000434511774018	-2.33342989151	-3.0	-1.33357472876	-1.33357472876	-2.66671494575	-2.00014483726	-5.71622628077	-9.46349205972	-17.2395692228	-4.42565615276	-3.14153378711	-2.26308902416	-0.00297728191581	-4.53892036266	-5.1368937462	-3.63862351813	-4.93279519202	-6.67604905229	-3.47378870323
C4	-3.0	-3.0	-0.000434511774018	-0.000434511774017	-0.000434511774018	-2.62505431397	-2.62505431397	-2.62505431397	-3.0	-2.25010862794	-2.25010862794	-2.25010862794	-2.62505431397	-5.61591732011	-9.86997195372	-15.6658680677	-9.16458046545e-05	-3.83279790152	-4.36007744307	-6.78237920878	-5.41855668813	-7.10912871103	-4.99052785744	-6.08081884032	-5.69477764808	-6.14091516687
C9	-3.0	-3.0	-0.000434511774018	-2.33342989151	-0.000434511774018	-2.66671494575	-2.66671494575	-0.000434511774017	-3.0	-2.33342989151	-2.00014483726	-2.33342989151	-2.66671494575	-4.95776717594	-11.9480953521	-15.2271189126	-5.12153967645	-3.91104218861	-4.8187597002	-7.5617235303	-0.000195910992589	-5.5488001813	-3.73325103409	-4.53604433386	-8.2495031762	-4.11109298429
C5	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-9.45879530932	-7.23698178432	0.0	-9.91344798315	-9.85359286471	-9.56144341228	-8.57563296422	-9.56396463739	-10.6140810755	-9.89336381366	-8.41913430216	-10.4708597855	-10.104027475
