C2	-3.0	-3.0	-0.000434511774018	-2.45462445669	-1.0911855984	-2.45462445669	-2.72731222834	-2.72731222834	-2.72731222834	-2.45462445669	-0.000434511774018	-2.72731222834	-2.72731222834	-5.21726730702	-9.63865753523	-19.0108359495	-5.34131334727	-4.40418754177	-7.28306225878	-9.23809846048	-4.55381556858	-5.08954208879	-4.06477899934	-7.99175373087e-05	-7.99009465018	-4.94851561038
C13	-3.0	-3.0	-0.000434511774018	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.05115100242	-11.3249837162	-14.001642128	-2.10481621578	-0.24109037744	-1.80652476692	-5.10943424049	-2.21870428747	-3.20067116976	-0.414819113961	-2.75739894726	-5.23114295707	-2.07272102296
C9	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-9.45879530932	-7.23698178432	0.0	-9.91344798315	-9.85359286471	-9.56144341228	-8.57563296422	-9.56396463739	-10.6140810755	-9.89336381366	-8.41913430216	-10.4708597855	-10.104027475
C0	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-1.20026070706	-2.40008690235	-3.0	-3.0	-1.20026070706	-0.000434511774018	-1.80017380471	-0.000434511774018	-4.94475167058	-5.3104984599	-15.2332065684	-6.23433665979	-4.5368882494	-5.07794855848	-6.57241003618	-5.21064213243	-4.4118459889	-3.89934002169	-4.89760060014	-6.61287902107	-0.000103374388734
C7	-3.0	-3.0	-0.000434511774018	-2.33342989151	-0.000434511774018	-2.00014483726	-0.000434511774018	-2.33342989151	-3.0	-1.33357472876	-1.33357472876	-2.66671494575	-2.00014483726	-5.71622628077	-9.46349205972	-17.2395692228	-4.42565615276	-3.14153378711	-2.26308902416	-0.00297728191581	-4.53892036266	-5.1368937462	-3.63862351813	-4.93279519202	-6.67604905229	-3.47378870323
C8	-3.0	-3.0	-0.000434511774018	-2.33342989151	-0.000434511774018	-2.66671494575	-2.66671494575	-0.000434511774017	-3.0	-2.33342989151	-2.00014483726	-2.33342989151	-2.66671494575	-4.95776717594	-11.9480953521	-15.2271189126	-5.12153967645	-3.91104218861	-4.8187597002	-7.5617235303	-0.000195910992589	-5.5488001813	-3.73325103409	-4.53604433386	-8.2495031762	-4.11109298429
C4	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-0.600347609419	-2.40008690235	-3.0	-3.0	-0.000434511774018	-0.600347609419	-1.20026070706	-1.80017380471	-5.688903374	-10.9818281314	-10.1931717827	-4.83374458642	-3.43032183966	-4.67177538375	-8.14047623474	-4.24689669161	-5.79383551023	-0.000214159974351	-5.1342069151	-7.62890996155	-4.75175201274
C10	-3.0	-3.0	-0.000434511774018	-2.14298128908	-0.857453222696	-3.0	-2.57149064454	-2.57149064454	-2.57149064454	-0.000434511774018	-2.57149064454	-3.0	-3.0	-5.688903374	-10.9818281314	-10.1931717827	-4.83374458642	-3.43032183966	-4.67177538375	-8.14047623474	-4.24689669161	-5.79383551023	-0.00021415997435	-5.1342069151	-7.62890996155	-4.75175201274
C5	-3.0	-3.0	-0.000434511774018	-2.70004345118	-0.000434511774018	-2.70004345118	-2.70004345118	-2.70004345118	-2.10013035353	-2.70004345118	-2.40008690235	-2.70004345118	-2.40008690235	-4.96698660534	-9.81091975051	-12.1133840807	-3.99401344384	-0.000150726337753	-4.9646142939	-7.13703245479	-4.50442930033	-7.39733459005	-4.16535362357	-3.95184574951	-8.79890070167	-4.89638440007
C14	-3.0	-3.0	-0.000434511774018	-3.0	-0.000434511774018	-2.40008690235	-2.40008690235	-1.80017380471	-3.0	-0.600347609419	-0.000434511774018	-0.000434511774018	-1.80017380471	-2.97768712608	-5.32967434801	-17.338511027	-3.17508962903	-3.66641369291	-5.27010416937	-5.07621215827	-5.24112139974	-1.23935213401	-4.00829867629	-1.31872438234	-0.0499312679068	-3.03809314759
C3	-3.0	-3.0	-0.000434511774018	-1.80017380471	-0.000434511774018	-2.40008690235	-3.0	-2.40008690235	-2.40008690235	-2.40008690235	-3.0	-0.000434511774018	-2.40008690235	-2.97768712608	-5.32967434801	-17.338511027	-3.17508962903	-3.66641369291	-5.27010416937	-5.07621215827	-5.24112139974	-1.23935213401	-4.00829867629	-1.31872438234	-0.0499312679068	-3.03809314759
C1	-3.0	-3.0	-0.000434511774018	-2.72731222834	-1.36387337006	-0.000434511774018	-2.72731222834	-2.45462445669	-2.72731222834	-2.72731222834	-2.18193668503	-2.45462445669	-2.72731222834	-4.57691148389	-12.0027919139	-14.4917599072	-4.32141152038	-3.70044694263	-0.000271084343821	-6.93552329159	-5.19378134839	-5.25980553349	-3.50135179291	-6.17311117236	-8.4786500532	-4.64729856884
